agent_name,brokerage,sf_neighborhoods_actually_worked,phone,email,office_address,source,status,last_touch_date,last_touch_type,last_listing_that_touched_us,gift_tier,gift_date,gift_sku,gift_tracking,next_auto_action,next_auto_action_date,do_not_contact,owner,notes
,,,,,,,,,,,,,,,,,,,,
